,Asset,Date,Open,High,Low,Close,Volume,UnadjClose
0,4295899948,2004-08-19,50.0485,52.0804691,48.046059515,50.216162475,25003336.7633396,100.335
1,4295899948,2004-08-20,50.55398985,54.5929038,50.2987425,54.20753035,9827894.94190635,108.31
2,4295899948,2004-08-23,55.42871375,56.7950378,54.57788925,54.7930978,7648363.08780483,109.48
3,4295899948,2004-08-24,55.6739514,55.854126,51.83523145,52.550925,6900392.61915942,105.0
4,4295899948,2004-08-25,52.450828,54.04737515,52.0003915,53.05141,3379172.20296313,106.0
5,4295899948,2004-08-26,52.52590075,54.01734605,52.399278045,54.00733635,2431375.56570127,107.91
6,4295899948,2004-08-27,54.1024285,54.3626807,52.89625965,53.12648275,1663374.52670909,106.15
7,4295899948,2004-08-30,52.6910608,52.7210899,51.05447485,51.05447485,2104632.50646873,102.01
8,4295899948,2004-08-31,51.1996155,51.90529935,51.1295476,51.27468825,1890168.53651958,102.45
9,4295899948,2004-09-01,51.449858,51.53494045,49.88333995,50.17362125,4530535.38068074,100.25
10,4295899948,2004-09-02,49.64310715,51.23464945,49.5179859,50.80423235,8989320.35925153,101.51
11,4295899948,2004-09-03,50.52396075,50.9193439,49.7081702,50.05350485,2993260.53727884,100.01
12,4295899948,2004-09-07,50.55398985,51.04947,49.85331085,50.79422265,2928125.71805349,101.49
13,4295899948,2004-09-08,50.4188589,51.56496955,50.2987425,51.1996155,2249711.77957381,102.3
14,4295899948,2004-09-09,51.31472705,51.40481435,50.55398985,51.20462035,1807754.47815619,102.31
15,4295899948,2004-09-10,50.78421295,53.1815361,50.6991305,52.6610317,3984099.42355915,105.22
16,4295899948,2004-09-13,53.3917398,54.252574,53.2816331,53.8021375,3741286.95165689,107.5
17,4295899948,2004-09-14,53.78712295,56.05432,53.44679315,55.79907265,5184946.60179626,111.49
18,4295899948,2004-09-15,55.3336216,57.17040155,55.153447,56.05432,3979515.86960648,112.0
19,4295899948,2004-09-16,56.22948975,57.956163,55.88915995,57.04027545,3893876.93936881,113.97
20,4295899948,2004-09-17,57.35057615,58.80198265,56.83007175,58.80198265,4234630.40850375,117.49
21,4295899948,2004-09-20,58.4666577,60.858976,58.44163345,59.91305935,3979587.79983416,119.71
22,4295899948,2004-09-21,60.07321455,60.2684037,58.81199235,58.9771524,3068457.59613175,117.84
23,4295899948,2004-09-22,58.756939,59.89303995,58.46165285,59.2474143,2887471.15298161,118.38
24,4295899948,2004-09-23,59.4776374,61.37447555,58.5667547,60.4685977,3082591.88587071,120.82
25,4295899948,2004-09-24,60.5286559,62.1101885,59.94308845,59.97311755,3536791.31242695,119.83
26,4295899948,2004-09-27,59.8379866,60.4986268,58.957133,59.1873561,2818593.96385506,118.26
27,4295899948,2004-09-28,60.7088305,63.761789,60.17331155,63.4915271,7283267.23078614,126.86
28,4295899948,2004-09-29,63.4114495,67.565475,63.1812264,65.6536223,11295679.1911846,131.18
29,4295899948,2004-09-30,65.00799665,66.19915095,64.562565,64.862856,6078296.05282876,129.6
30,4295899948,2004-10-01,65.463438,67.1851064,64.5225262,66.3543013,7007197.01889168,132.58
31,4295899948,2004-10-04,67.69059625,68.50138195,67.08000455,67.5955041,4806409.78251097,135.06
32,4295899948,2004-10-05,67.365281,69.3171725,66.1841364,69.25210945,5925132.62135728,138.37
33,4295899948,2004-10-06,68.84171175,69.25210945,68.06596,68.6064838,4789004.66547449,137.08
34,4295899948,2004-10-07,68.5264062,70.0078418,68.34122675,69.49234225,4898170.77434888,138.85
35,4295899948,2004-10-08,69.4272792,69.9077448,68.5764547,68.93179905,4167395.62624254,137.73
36,4295899948,2004-10-11,68.57144985,69.49234225,67.0149415,67.74064475,3625932.84514021,135.35
37,4295899948,2004-10-12,67.31022765,68.866736,66.764699,68.7866584,3924343.38691469,137.44
38,4295899948,2004-10-13,71.6194035,71.84462175,70.1079388,70.56338015,8228106.73646563,140.99
39,4295899948,2004-10-14,70.57338985,71.25404945,69.367221,71.06887,4720994.63520385,142.0
40,4295899948,2004-10-15,72.5603153,72.8205675,71.06887,72.17494185,5557173.54166459,144.21
41,4295899948,2004-10-18,71.669452,74.672362,70.68349655,74.6523426,6003322.7769064,149.16
42,4295899948,2004-10-19,75.3229925,76.26890915,73.74646475,74.0417509,7578295.05379782,147.94
43,4295899948,2004-10-20,74.08679455,74.56726015,69.867706,70.31313765,10208407.8443909,140.49
44,4295899948,2004-10-21,72.270034,75.13781305,70.8786857,74.7624493,10296282.6058723,149.38
45,4295899948,2004-10-22,85.3527119,90.17238245,82.12458365,86.383711,27810296.0128675,172.6
46,4295899948,2004-10-25,88.285554,97.294284,86.35868675,93.790889,26907223.9927271,187.4
47,4295899948,2004-10-26,93.2603749,96.4134304,90.0873,91.10328455,19412953.4351679,182.03
48,4295899948,2004-10-27,91.4486192,94.84691235,90.988173,93.10522455,10908796.4674266,186.03
49,4295899948,2004-10-28,93.4305398,97.28927915,92.890016,96.7437505,12974828.4164361,193.3
50,4295899948,2004-10-29,99.54146165,100.07197575,95.4124604,95.444991925,16517637.8912455,190.705
51,4295899948,2004-11-01,96.86887175,98.93086995,95.7427805,98.22018125,10407053.1584363,196.25
52,4295899948,2004-11-02,99.4864083,99.72163625,96.76877475,97.52951195,9885588.97869067,194.87
53,4295899948,2004-11-03,99.1861173,100.89277115,95.5025477,95.92795995,11229267.6104179,191.67
54,4295899948,2004-11-04,94.3113934,95.292344,91.76392475,92.66479775,12917352.1683967,185.15
55,4295899948,2004-11-05,91.0782603,91.2384155,84.35674675,84.75713475,17590679.0413299,169.35
56,4295899948,2004-11-08,85.48784285,87.8050884,84.782159,86.50883225,9805099.0539177,172.85
57,4295899948,2004-11-09,87.1744773,87.66995745,82.71515595,84.4318195,9744535.80027374,168.7
58,4295899948,2004-11-10,85.4628186,86.3436722,83.26568945,84.0114121,10381080.3520585,167.86
59,4295899948,2004-11-11,85.182547,91.96411875,83.881286,91.5987647,13559898.8980689,183.02
60,4295899948,2004-11-12,92.8399675,94.992053,88.786039,91.08827,14299409.5727145,182.0
61,4295899948,2004-11-15,90.40260555,94.2413255,89.46169375,92.56470075,10364458.475279,184.95
62,4295899948,2004-11-16,87.26956945,89.82204295,85.49785255,86.356184325,21879462.9209667,172.545
63,4295899948,2004-11-17,84.8221978,88.8360875,84.581965,86.383711,19962870.0160844,172.6
64,4295899948,2004-11-18,85.33769735,87.2945937,82.980413,83.8512569,15509170.1049982,167.54
65,4295899948,2004-11-19,84.72710565,85.0724403,83.3407622,84.782159,7213782.63084808,169.4
66,4295899948,2004-11-22,84.44683405,84.8322075,80.73323535,82.680122,11498082.8596262,165.2
67,4295899948,2004-11-23,84.06646545,85.48784285,83.33575735,83.88629085,11013197.1987172,167.61
68,4295899948,2004-11-24,87.50980225,88.69094685,86.3436722,87.4647586,15122347.3230966,174.76
69,4295899948,2004-11-26,88.08536,90.0873,87.7550399,89.8770963,6644712.62875011,179.58
70,4295899948,2004-11-29,90.1974067,91.56373075,88.84109235,90.6378335,10932311.657692,181.1
71,4295899948,2004-11-30,90.4476492,91.588755,90.21242125,91.588755,9094542.29397484,183.0
72,4295899948,2004-12-01,91.02320695,91.3385125,89.87209145,90.09230485,9035305.75341919,180.01
73,4295899948,2004-12-02,90.0672806,90.83302265,89.36159675,89.96217875,6313338.06207978,179.75
74,4295899948,2004-12-03,90.08229515,90.6178141,88.886136,90.37257645,5666563.43346953,180.57
75,4295899948,2004-12-06,89.65187805,90.4276298,88.0953697,88.3356025,5706690.5102051,176.5
76,4295899948,2004-12-07,88.08536,88.185457,85.3627216,85.78813385,6695617.25126627,171.41
77,4295899948,2004-12-08,85.36772645,86.9242348,84.4918777,85.08245,7287778.85451113,170.0
78,4295899948,2004-12-09,85.20757125,86.8341475,84.3417322,86.79911355,7288725.93584223,173.43
79,4295899948,2004-12-10,86.79911355,87.5248168,85.72807565,85.95829875,3854595.04280848,171.75
80,4295899948,2004-12-13,86.08342,86.65897775,84.80718325,85.30766825,4163045.84552984,170.45
81,4295899948,2004-12-14,85.6229738,89.4967277,84.882256,89.4967277,11667520.50511,178.82
82,4295899948,2004-12-15,89.10134455,90.43263465,88.4156801,89.9771933,10355826.8479575,179.78
83,4295899948,2004-12-16,88.56082075,90.33253765,88.07034545,88.32058795,7959123.65005944,176.47
84,4295899948,2004-12-17,88.4657286,90.3375425,88.36062675,90.3375425,6757383.33816198,180.5
85,4295899948,2004-12-20,91.08827,94.3214031,91.02320695,92.59472985,8819549.03743369,185.01
86,4295899948,2004-12-21,93.36547675,94.0311218,91.788949,91.96411875,5427337.48264184,183.75
87,4295899948,2004-12-22,92.0391915,93.51562225,91.59375985,93.2403555,3606829.37550576,186.3
88,4295899948,2004-12-23,93.81591325,94.391471,93.09021,94.0411315,3684000.51949609,187.9
89,4295899948,2004-12-27,94.80687355,96.7437505,94.6417135,96.0030327,5601936.1219617,191.82
90,4295899948,2004-12-28,96.14817335,96.86887175,95.59763985,96.52854195,3865948.0304105,192.87
91,4295899948,2004-12-29,96.09312,96.8438475,95.9830133,96.5435565,2519753.83877639,192.9
92,4295899948,2004-12-30,96.57859045,99.21114155,96.02805695,98.895836,5392077.68464589,197.6
93,4295899948,2004-12-31,99.71162655,100.0369418,96.393411,96.6436535,7084098.42452821,193.1
94,4295899948,2005-01-03,98.995933,101.91376055,97.83981265,101.46332405,12865610.3579528,202.73
95,4295899948,2005-01-04,100.76264505,101.5484065,96.8338378,97.09409,12490134.5694676,194.0
96,4295899948,2005-01-05,96.81882325,98.5454965,96.20823155,96.84885235,6692180.58483271,193.51
97,4295899948,2005-01-06,97.71969625,98.0450115,93.991083,94.3013837,8759763.02986103,188.42
98,4295899948,2005-01-07,95.5425865,97.21921125,94.4815583,97.02902695,8130687.23338362,193.87
99,4295899948,2005-01-10,97.3443325,99.1460785,96.0330618,97.6246041,6063068.82324146,195.06
100,4295899948,2005-01-11,97.9048757,98.95088935,96.7037117,96.8638669,6010335.97410512,193.54
101,4295899948,2005-01-12,97.42941495,98.06002605,95.35740705,97.7847593,6900452.56101582,195.38
102,4295899948,2005-01-13,97.7847593,98.79073415,97.11911425,97.69967685,6546965.44351979,195.21
103,4295899948,2005-01-14,98.09506,100.097,97.15915305,100.08198545,8027253.56404288,199.97
104,4295899948,2005-01-18,100.48237345,102.599425,99.4263501,102.0488915,11086957.6510785,203.9
105,4295899948,2005-01-19,102.4192504,102.740061285,98.45040435,98.7456905,9215409.05321838,197.3
106,4295899948,2005-01-20,96.593605,98.195157,96.09312,97.0540512,6829603.28481373,193.92
107,4295899948,2005-01-21,97.3143034,97.7747496,94.1512382,94.2313158,7400081.92053708,188.28
108,4295899948,2005-01-24,94.43651465,94.75682505,90.2474552,90.4476492,12558762.0008592,180.72
109,4295899948,2005-01-25,91.0582409,91.188367,88.2355055,88.59084985,8677071.24089633,177.01
110,4295899948,2005-01-26,89.72194595,94.79686385,89.6668926,94.7718396,10416330.159745,189.36
111,4295899948,2005-01-27,94.4715486,94.5215971,92.689822,93.991083,5704051.07046165,187.8
112,4295899948,2005-01-28,95.15721305,97.43942465,93.2603749,95.31736825,11359731.060871,190.45
113,4295899948,2005-01-31,96.93893965,98.2752346,95.9529842,97.90988055,8588235.4116507,195.63
114,4295899948,2005-02-01,97.2842743,98.4253801,95.40745555,96.0430715,12035459.6041839,191.9
115,4295899948,2005-02-02,107.6142847,108.3550025,101.93377995,103.08489545,26086875.7305414,205.97
116,4295899948,2005-02-03,103.09490515,106.7834796,103.00481785,105.4922283,11406030.1507538,210.78
117,4295899948,2005-02-04,103.33513795,103.97575875,101.398261,102.33416795,15473232.9640249,204.47
118,4295899948,2005-02-07,102.599425,103.2900943,97.85682914,98.10006485,10929006.8633426,196.01
119,4295899948,2005-02-08,98.5755256,100.097,97.3643519,99.41133555,10076937.3707504,198.63
120,4295899948,2005-02-09,100.22212125,100.897776,94.8218881,95.8829163,14514438.9941757,191.58
121,4295899948,2005-02-10,96.19822185,96.19822185,92.7398705,94.1111994,15785494.0707514,188.04
122,4295899948,2005-02-11,93.4205301,96.2532752,93.1402585,93.8209181,11292288.4801742,187.46
123,4295899948,2005-02-14,90.61280925,96.6136244,90.587785,96.60861955,42496348.5419143,193.03
124,4295899948,2005-02-15,96.9139154,100.0169224,96.6436535,97.7447205,25876072.2099563,195.3
125,4295899948,2005-02-16,97.4444295,99.7466605,97.27926945,99.3262531,16173479.7246671,198.46
126,4295899948,2005-02-17,98.9458845,99.97187875,98.52047225,99.1360688,10708063.1787166,198.08
127,4295899948,2005-02-18,99.35127735,99.51343449,98.4253801,99.07100575,8729925.97180735,197.95
128,4295899948,2005-02-22,98.3753316,99.5464665,95.291843515,95.83787265,12044079.2431342,191.49
129,4295899948,2005-02-23,96.7437505,97.06906575,94.4215001,97.06906575,14809075.1970589,193.95
130,4295899948,2005-02-24,91.8089684,95.01407434,91.21339125,94.5816553,24673616.5919059,188.98
131,4295899948,2005-02-25,94.66673775,95.0521112,92.84497235,93.02514695,10097287.6309979,185.87
132,4295899948,2005-02-28,93.09021,95.02708695,93.01513725,94.08617515,8582315.15430033,187.99
133,4295899948,2005-03-01,94.73680565,94.96702875,92.78491415,93.132751225,9495021.82882604,186.085
134,4295899948,2005-03-02,93.06518575,93.9210151,92.2694146,92.7398705,7264389.54214412,185.3
135,4295899948,2005-03-03,93.15527305,93.96605875,92.24439035,93.593197425,6790049.65183772,187.005
136,4295899948,2005-03-04,93.45556405,93.71581625,92.62475895,93.06518575,6828610.24805938,185.95
137,4295899948,2005-03-07,93.8409375,94.891956,93.6107144,94.49657285,8486174.4108215,188.81
138,4295899948,2005-03-08,94.6417135,95.01707725,92.589725,92.71484625,7633695.31554392,185.25
139,4295899948,2005-03-09,92.33447765,92.40454555,90.17238245,90.76295475,10980650.7687543,181.35
140,4295899948,2005-03-10,90.59278985,90.687882,88.7960487,90.34254735,11542551.7248269,180.51
141,4295899948,2005-03-11,90.3475522,90.56276075,88.66091775,88.986233,8303837.2778405,177.8
142,4295899948,2005-03-14,89.25149005,89.2665046,86.383711,87.59988955,11987302.3167528,175.03
143,4295899948,2005-03-15,87.70999625,90.0873,87.18949185,89.3666016,10131784.1693557,178.56
144,4295899948,2005-03-16,88.4356995,89.39162585,87.58987985,87.91019025,6985018.53202394,175.65
145,4295899948,2005-03-17,88.65090805,89.8971157,87.985263,89.78200415,8391648.1013417,179.39
146,4295899948,2005-03-18,89.49172285,90.287494,89.24148035,90.1073194,7603808.30594324,180.04
147,4295899948,2005-03-21,89.72194595,91.17335245,88.71096625,90.5977947,6305697.47345075,181.02
148,4295899948,2005-03-22,90.6778723,91.0582409,89.01125725,89.57180045,5239305.8733029,178.97
149,4295899948,2005-03-23,89.07131545,90.20241155,89.07131545,89.5768053,4763483.42108155,178.98
150,4295899948,2005-03-24,90.4376395,90.5177171,89.686912,89.686912,3609368.91215521,179.2
151,4295899948,2005-03-28,90.8380275,92.45459405,90.56276075,90.7979887,8232602.37569558,181.42
152,4295899948,2005-03-29,90.61280925,91.688852,89.1263688,89.87209145,5852201.36467626,179.57
153,4295899948,2005-03-30,90.4076104,90.81300325,89.887106,90.31251825,6195792.08168077,180.45
154,4295899948,2005-03-31,89.08633,90.7779693,88.91116025,90.34254735,6143400.90112591,180.51
155,4295899948,2005-04-01,90.9681536,91.56373075,90.0873,90.0873,5930797.12678702,180.0
156,4295899948,2005-04-04,90.06227575,92.7398705,90.0072224,92.7398705,7853807.80642777,185.3
157,4295899948,2005-04-05,93.92601995,95.21727125,93.890986,94.3714516,8271290.84787756,188.56
158,4295899948,2005-04-06,94.7117814,94.91698025,93.8809763,94.7017717,4366030.94997852,189.22
159,4295899948,2005-04-07,94.4815583,97.38937615,94.4114904,96.9739736,8853729.88201445,193.76
160,4295899948,2005-04-08,96.93893965,97.6446235,95.81785325,96.11814425,4255550.1163871,192.05
161,4295899948,2005-04-11,96.63864865,97.49247606,96.2632849,96.7037117,4876401.89016654,193.22
162,4295899948,2005-04-12,96.593605,97.3042937,94.79686385,97.12912395,6387090.52219347,194.07
163,4295899948,2005-04-13,96.82883295,97.23923065,94.96702875,96.55857105,5916550.94558279,192.93
164,4295899948,2005-04-14,96.72873595,97.2742646,95.14720335,95.8428775,5185681.88856809,191.5
165,4295899948,2005-04-15,95.09215,95.2623149,92.4195601,92.58472015,10063993.9258919,184.99
166,4295899948,2005-04-18,92.3795213,94.0311218,91.83399265,93.57568045,5753636.97213703,186.97
167,4295899948,2005-04-19,94.75682505,96.09312,94.10619455,95.9229551,6162062.79908489,191.66
168,4295899948,2005-04-20,99.3763016,100.34223765,98.07003575,99.1560882,13936066.0159645,198.12
169,4295899948,2005-04-21,100.5774656,102.59442015,99.76167505,102.11395455,13327498.3266232,204.03
170,4295899948,2005-04-22,110.607185,112.10864,107.2339161,107.66933805,27640051.1503841,215.13
171,4295899948,2005-04-25,108.95057965,112.4789989,108.8654972,111.87341205,18848830.6342847,223.53
172,4295899948,2005-04-26,110.2668552,111.10767,109.25087065,109.4860986,18714714.7267151,218.76
173,4295899948,2005-04-27,109.10072515,110.5271074,108.4751189,109.9965933,10006022.1585063,219.78
174,4295899948,2005-04-28,109.8564575,111.1477088,108.9655942,109.83143325,8555820.85377184,219.45
175,4295899948,2005-04-29,111.07263605,111.23279125,109.02064755,110.1067,8699829.16570926,220.0
176,4295899948,2005-05-02,111.10767,111.9584945,110.21180185,111.207767,9415666.8032009,222.2
177,4295899948,2005-05-03,110.8574275,114.17564305,110.77234505,113.20470215,15987152.4621118,226.19
178,4295899948,2005-05-04,113.7001823,115.0514918,113.609594515,114.33579825,13664209.7165749,228.45
179,4295899948,2005-05-05,114.4208807,114.4208807,113.05455665,113.610095,8429443.43986333,227.0
180,4295899948,2005-05-06,114.35581765,114.73618625,113.34483795,114.15562365,7344919.42815469,228.09
181,4295899948,2005-05-09,114.11058,114.3608225,112.825835005,113.15465365,6125320.439174,226.09
182,4295899948,2005-05-10,112.84435295,114.010483,112.4689892,114.010483,6359139.63455448,227.8
183,4295899948,2005-05-11,114.5610165,116.1025103,114.08555575,115.75717565,11705703.4676364,231.29
184,4295899948,2005-05-12,115.51694285,116.22763155,114.210677,114.510968,7702100.9620668,228.8
185,4295899948,2005-05-13,114.78623475,115.65707865,113.7702502,114.7311814,6643357.94279549,229.24
186,4295899948,2005-05-16,114.9513948,115.9223357,114.39585645,115.63705925,5572910.27703128,231.05
187,4295899948,2005-05-17,115.3918216,116.83522034,115.21665185,116.6530438,7100984.04547589,233.08
188,4295899948,2005-05-18,117.19857245,120.09137575,116.8732572,119.71100715,10784930.6173012,239.19
